id;tweet;caption;ner;sa
636009;RT @SportsCenter : BREAKING : Cavs PG Kyrie Irving will miss rest of NBA Finals with a fractured left kneecap . http://t.co/HornHxYJS9;basketball player celebrates with basketball player after scoring a basket during the second quarter against sports team.;O O O O O B-ORG O O O O O O O B-OTHER I-OTHER O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
537493;RT @Zweder _ Masters : After a wild Saturday night , Jane was dropped off at home by her knights in shining armour . http://t.co/688AB8l4Dw;a miniature illustration of a knight and his family in a boat;O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
716402;RT @AnakNonton : #SeputarFilm Bruno Mars is Roberto in RIO 2 movie ! Coming soon ! http://t.co/PdwjkJn2it;film character in the jungle;O O O O O O O B-OTHER O B-OTHER I-OTHER O O O O O O O O O O O;POSITIVE
593767;Fox &amp , Fin Financial Group will get your business SOLD ! Partner with the financial PROS : http://t.co/ejej4FXpuD http://t.co/oqI4g51tII;the team at the launch of the new campaign;B-ORG O O I-ORG I-ORG I-ORG O O O O O O O O O I-ORG O O O O O O O O O O O O O;NEGATIVE
638357;Results from @IronTrac for Christine Allen @ #Ironman #Raleigh 70 . 3 2014 http://t.co/Cer5ThXHQW;the number of the following numbers;O O O O B-PER I-PER O O B-LOC O O O O O O O O O O O;NEGATIVE
6700;RT @thehill : Benghazi Committee has now lasted 469 days , spent $ 4 million : http://t.co/eiPYV1kabG http://t.co/afdlvy1qEF;politician and person at a meeting.;O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O;NEGATIVE
444267;RT @onedirection : Dublin , Croke Park . . . Are you ready for this ? #WWATour http://t.co/zI4SEccsl7;the lights are bright;O O O B-LOC O O O O O O O O O O O O O O O O O O;POSITIVE
1045029;Timo Roestenberg imitates nature and turns #CO2 into fuel . How ? http://t.co/t2R7y5ONb1 @PortofRotterdam http://t.co/Lhwod4Aua5;a man in a suit and tie;B-PER I-PER O O O O B-OTHER O O O O O O O O O O O O O O O;POSITIVE
73429;The day after , our family gathers in our spot on the Penobscot River , Maine http://t.co/g69ugwyFto;people in the water;O O O O O O O O O O O O B-LOC I-LOC O B-LOC O O O O O;POSITIVE
13149;#NationalParksWeek : Clapper Bridge at Postbridge in #Dartmoor National Park http://t.co/H5MCcZM0oT http://t.co/bAGVZB7lD7;a stone bridge over a stream;O O B-OTHER I-OTHER O B-LOC O B-LOC I-LOC I-LOC O O O O O O O O;NEGATIVE
72853;RT @PolitieDrachten : Motorrijders van politie Noord Nederland verzamelen in #Drachten ivm ondersteuning bekerfinale in #Rotterdam . #zwogro …;a wall on the side of a building;O O O O O O B-ORG I-ORG O O O O O O O B-LOC O O O O O O O O O O O;NEGATIVE
93088;Thank you @halbertsma &amp , Katrin Eling for your inspiring talks ! http://t.co/0RAGxVlAee;a person is sitting down;O O O O O B-PER I-PER O O O O O O O O O O O;POSITIVE
413926;In #Malaysia , Snorkeling is one of the main activities at the many islands . #MalaysiaTrulyAsia #MyFest2015 #ttot http://t.co/V11B703JzG;a young girl swimming underwater;O B-LOC O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
109816;Wesleyan University sued for sex #discrimination by #fraternity http://t.co/gDlJLkPFJs @charliekirk11 http://t.co/ZwadbPAK1G;a sign at the campus.;B-ORG I-ORG O O O O O O O O O O O O O O;NEGATIVE
21969;RT @pakalupapito : me &amp , my brother kenye i lov him http://t.co/ma7xvIgXFU;the most famous faces of music video performer;O O O O O O O O B-PER O O O O O O O O O O O O;POSITIVE
50847;RT @TrooperBenKHP : Good morning Kansas ! http://t.co/soPH10KGU5;sunset over a field of flowers;O O O O O B-LOC O O O O O O O O;POSITIVE
37887;RT @EconBizFin : Why has a Korean Airlines executive just been sent to prison ? http://t.co/NyBom3bLMp http://t.co/EnxdMlKHP2;person, who is the first woman to be evicted from the house.;O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
280704;Former Bridgecorp boss Rod Petricevic will be released from jail next month . http://t.co/MiPruTanLo http://t.co/Aaz74CUmrd;the man who was the first person to be evicted from the house.;O B-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
1088617;RT @90sfootball : Ronaldo vs Pep Guardiola , 1999 . http://t.co/X6BEd6cVRU;football player in a game;O O O B-PER O B-PER I-PER O O O O O O O O O;NEGATIVE
41901;WX UPDATE : Tree and wires down on Walnut St in Shrewsbury . #Fox25Storms http://t.co/gl3YmBQx8R;a tree in a field;O O O O O O O O B-LOC I-LOC O B-LOC O O O O O O O O;NEGATIVE
14290;My starter in Pokemon Y . @OMGitsfirefoxx http://t.co/YPQ3ik93NA;two electronic devices;O O O B-OTHER I-OTHER O O O O O O;NEGATIVE
446509;TOURISM : A real way to sustainable development . Here I was near Nyiragongo volcano to celebrate 34th Tourism World Day . http://t.co/8B07saGEMY;the woman is wearing a white and red skirt;B-OTHER O O O O O O O O O O O O B-LOC O O O O B-OTHER I-OTHER I-OTHER O O O O O O O O O O O;POSITIVE
344496;RT @FoxNwss : Here are most expensive colleges in the U . S . Hello student loans , forever http://t.co/eHHVacC0yJ http://t.co/7PKGj0Qxh1;most expensive college in the world;O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
64367;RT @nbcsnl : Dr . David Doctor breaking down @taylorswift13 ' s effects on your brain . #science #Swiftamine #SNL http://t.co/kfHuCYfrgC;person walks the runway at show.;O O O O O I-PER O O O O O O O O O O O O O B-OTHER O O O O O O O;NEGATIVE
48571;@TheBigIftar event at Finchley about to start . Room already well packed . http://t.co/vwKZEMufai;the ceiling is white;O O O B-LOC O O O O O O O O O O O O O O;POSITIVE
459814;RT @ACPressMangum : @MissAmericaOrg at @goldennuggetac loving Atlantic City video #missamerica http://t.co/g56ytkiUTr;the girls on the dance floor;O O O O O O O B-LOC I-LOC O O O O O O O O O;NEGATIVE
37460;"RT @JeopardySports : "" Who is : Dr . Seuss ? "" #JeopardySports http://t.co/i05KzHuMiM";this is the only position that he has lost his career;O O O O O O O O O I-PER O O O O O O O O O O O O O O O;NEGATIVE
90015;RT @ThislsAmazing : Steve McQueen - Sports Illustrated , 1971 http://t.co/knHzfUgeFC;man on a motorcycle;O O O B-PER I-PER O B-ORG I-ORG O O O O O O O;NEGATIVE
411269;RT @BrianfromABC2 : Completed #FreddieGray mural at Mount and Presbury . http://t.co/u8QhNZ0I9I;mural of basketball player on the side of the building;O O O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O O O;NEGATIVE
1063886;Incredible Shattered CD Art by Sean Avery http://t.co/sWkuIOhYzd - http://t.co/1xwAgzCpMd;person - - i'm not sure what kind of bird this is but it's a beautiful bird.;O B-OTHER I-OTHER I-OTHER O B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
414312;RT @SonAutosClasico : Fiat 500 http://t.co/JNSEYBsp5D;automobile model in the city;O O O B-OTHER I-OTHER O O O O O O;NEGATIVE
73288;RT @starsandstripes : DOD : 80 percent of airstrikes against #IslamicState conducted by the United States http://t.co/HYDyiniFak http://t.co/…;a helicopter on the flight deck;O O O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O;NEGATIVE
33928;Wednesdays with Walsh - call in to @WBZNightside 617-254-1030 to ask Mayor @marty _ walsh your questions . http://t.co/UcntyKWaej;man wearing a black suit;O O B-PER O O O O O O O O O O O B-PER O O O O O O O O O;NEGATIVE
67589;Shark Cove on Long Island , Maine http://t.co/6z6914ggHJ;the sky is blue and clear;B-LOC I-LOC O B-LOC I-LOC O B-LOC O O O O O O O;POSITIVE
494092;@BuzzFeed : The ages of all of the Disney Princesses http://t.co/qgdUFMsBt3 This is quite worrying.;the girls of the princess;O O O O O O O O B-OTHER I-OTHER O O O O O O O O O O;NEGATIVE
45559;RT @TheOnion : Bloated Obama Delivers Press Conference From Couch Behind Podium http://t.co/BiXeSIR7aY http://t.co/iVkQXymy6d;man sitting in a chair;O O O O B-PER O O O O O O O O O O O O O O;NEGATIVE
871751;@MotherJones : Students at a Nebraska high school can now pose with guns in senior portraits http://t.co/EDG98vff6m http://t.co/NvH5xkXiVx;girl with a gun against a green background photo;O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O;NEGATIVE
14581;RT @engadget : White House Demo Day focuses on diversity http://t.co/6UP7MYIN3t http://t.co/g08JId9O9b;politician greets a group of students during a job fair.;O O O B-OTHER I-OTHER I-OTHER I-OTHER O O O O O O O O O O O O O O O;POSITIVE
33005;RT @qz : You know what Greece needs right now ? Its third nationwide vote in eight months http://t.co/PdaruCPi2D http://t.co/ahf5RPh3zX;person, who was born, was born in the city.;O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
525973;RT @KeyAndPeele : Words of wisdom from Dante Pibb . #PatriotsVSColts http://t.co/tSPUKm4MMW;everything better with the football team;O O O O O O O B-PER I-PER O O O O O O O O O;NEGATIVE
774622;RT @ajcbraves : #Braves Gattis http://t.co/YWeQkjxY;a person is standing up;O O O B-ORG B-PER O O O O O O;POSITIVE
70675;Wow ! Just saw Google shows the same guys , in the same spot , in 2007 , 2011 and 2014 . Guess where I found them Sunday http://t.co/Wk0rf17jdm;police and emergency personnel stand outside the home of person.;O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
30628;RT @DreamGirlsOnly : Latina http://t.co/LDXMxmDX7f;person, who is the only person to have a baby girl in the world, has been dating her late husband;O O O B-PER O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
172276;RT @9NEWS : #BREAKING : Police release sketch of vehicle of interest in northern CO shootings . Tip line : 970-498-5595 http://t.co/zxxkxqO8ul;a drawing of a truck;O O O O O O O O O O O O O O B-ORG O O O O O O O O O O O O;NEGATIVE
832712;RT @siwon407 : Daniel 10 : 12 Beautiful Sunday morning . http://t.co/iQMRly8E30;the text of love is not the only way to tell you.;O O O B-PER O O O O O O O O O O O O O O O O O O O O;NEGATIVE
72825;Incoming : Tulsa photog made a sweet wide-angle frame , then receiver broke his 400 2 . 8 in half http://t.co/kdAWRBMnMd http://t.co/pG3lej4JHA;american football player catches a touchdown pass to american football player during the game.;O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
735265;#Writing is an exercise in sculpture , chipping away at the rock until you find the nose . Stanley Elkin #amwriting http://t.co/mmUwh82Qd2;a rock is a big piece of rock that is placed in the palm of a human hand.;O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
1006665;RT @ntvkenya : Stay put , Raila tells Cord leaders named in #ListOfShame http://t.co/woSLYydSyU http://t.co/EWF0vfDko5;the man in the hat is the leader of the group who was performing in the street;O O O O O O B-PER O B-ORG O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
749630;RT @ClimateReality : Northern California is being depleted of water to irrigate desert http://t.co/J4hgH8ym1g http://t.co/Ogs8JAq1wZ;a poster for the event;O O O B-LOC I-LOC O O O O O O O O O O O O O O O;NEGATIVE
93536;The Bradbury Building is one of my favorite characters in D . O . A . ( 1950 ) . #31DaysOfTCMFF #tcmff #EdmondOBrien @tcm http://t.co/WUpTYEA6cv;a green sign on a building;O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
1089479;@inecnigeria : Prof . Jega and Commissioners present at the event #Nigeria2015 http://t.co/dzRoJmlMOE/s/fCK3 http://t.co/Q9WfojV16y;the audience at the event;O O O O I-PER O O O O O O O O O O O O O O;NEGATIVE
71940;Final story from my Israel trip : Water and farming in Arava desert . Cows , fish , dates , oh my ! http://t.co/hW7wajJLAK http://t.co/IkPpOYnpGJ;a swarm of ants on a tree;O O O O B-LOC O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O;NEGATIVE
120079;RT @CuteEmergency : Koala helping out with the computer . http://t.co/AuCt3ctSRb;funny animals of the week, funny animal photos;O O O B-PER O O O O O O O O O O O O O O O;NEGATIVE
734998;The best way to make your dreams come true is to wake up . Paul Valery #amwriting #writing http://t.co/Ralhhq4XnW;i will write in a cup of coffee;O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O;NEGATIVE
71593;Trippy Beatz is the the old Sleazy Beatz account . Ugh , RIP Sleazy Beatz . You are missed #staySLEAZY http://t.co/pUxj3TrDJt;a screenshot of the day.;B-PER I-PER O O O O B-PER I-PER O O O O O B-PER I-PER O O O O O O O O O O O;NEGATIVE
1039908;14 Supervillains Quoting David Cameron http://t.co/80AV166lrV http://t.co/7ddCmIIJNl;comic book character and the spider;O O O B-PER I-PER O O O O O O O O;NEGATIVE
503468;Good morning from Az ! http://t.co/rf6UyszX;the snow is white;O O O B-LOC O O O O O O;POSITIVE
31934;RT @topspeed : No longer happy with dividing by zero , Chuck Norris now divides by Van Damme . http://t.co/tNwZYYtg88;i'm not a fan of trucks but this is what i want.;O O O O O O O O O O O B-PER I-PER O O O B-PER I-PER O O O O O O O O O O O O O O;POSITIVE
407342;Alex Oxlade-Chamberlain got skills . . . . serious skills . http://t.co/5PV5sQH2yk http://t.co/0Wz3T0KYk8;football player and person during a training session.;B-PER I-PER O O O O O O O O O O O O O O O O O O O;POSITIVE
71579;@JacobDerwin apparently , I love a song with St . Vincent featured in it . . . and have for 5 years . Who knew ? http://t.co/V1W7rwTC06;i'm in the green box;O O O O O O O O O O I-PER O O O O O O O O O O O O O O O O O O O O O;POSITIVE
14800;RT @ESPNNFL : Pretty cool scene in San Francisco pregame on the 200th anniversary of the Star Spangled Banner . http://t.co/oJezdYdZI1;a flag is held up during the national anthem before the game.;O O O O O O O B-LOC I-LOC O O O O O O O B-OTHER I-OTHER I-OTHER O O O O O O O O O O O O O O;POSITIVE
113210;RT @spacegirlgail : Current emotional state : sobbing like a baby at this . Vienna , you are wonderful . http://t.co/KwlwXj8q0m;a poster in the lobby;O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O;POSITIVE
45565;RT @OnionSports : Tour De France Won By Rowdy , Tattooed Biker From Harley Davidson Team http://t.co/E3XFIUWtCW http://t.co/gV9eHbqbmG;a person is riding a bike;O O O B-OTHER I-OTHER I-OTHER O O B-PER O O O O B-ORG I-ORG O O O O O O O O O;NEGATIVE
8146;RT @raichanxd : 1200 people gathered in Ansan to pray for the passengers of Sewol accident , ~ , #PrayForSouthKorea http://t.co/owB2DnEk9o;a crowd of people hold up lighted candles at the memorial;O O O O O O O B-LOC O O O O O O B-OTHER I-OTHER O O O O O O O O O O O O O O O O;NEGATIVE
36015;"RT @NasMaraj : "" Taylor Swift Is Ugly "" Bitch where ! ! http://t.co/g0FttlGztH";country pop artist arrives at awards.;O O O O B-PER I-PER O O O O O O O O O O O O O O;NEGATIVE
38731;RT @HitDaBoogieZ : Nigga said I look like I bark at people . http://t.co/5QGcweao8Q;man wearing a striped shirt;O O O B-PER O O O O O O O O O O O O O O O;NEGATIVE
1027114;RT @AnimalsAsia : Special Report : Dog meat wars : 5 stories that shocked Vietnam http://t.co/YUjPBR7JNG http://t.co/rDlqetIf9R;animals that live in cages;O O O O O O O O O O O O O O B-LOC O O O O O O O;NEGATIVE
418057;Sweet new friend in Randolph County ! http://t.co/RlZIrhy8vq;a horse eating grass;O O O O B-LOC I-LOC O O O O O O;POSITIVE
1471516;Alex Ovechkin Interviewed by ABC Crew during the Lunch time at Mari Vanna DC ! #marivannadc @ovi8 @ABC http://t.co/duIo6DJLyY;a camera on a table;B-PER I-PER O O B-ORG I-ORG O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O;NEGATIVE
70984;#TBLighting Alex Killorn tips a puck around #Blackhawks Corey Crawford ' s skate for a goal http://t.co/15beLF6Ajw http://t.co/zLcSXaaPnc;ice hockey player celebrates his goal with ice hockey player during the second period of a hockey game.;O B-PER I-PER O O O O B-ORG B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
137349;RT @mashable : Netflix giving Adam Sandler creative control is totally backfiring : http://t.co/OzLVf3E4Fq http://t.co/qWpDeSB40H;politician speaks during a news conference.;O O O B-ORG O B-PER I-PER O O O O O O O O O O O O O O;NEGATIVE
70781;Toews &amp , Kane #Blackhawks poster in Sunday ' s @chicagotribune . Re-live the Stanley Cup moment : http://t.co/xhuAR9UjgB http://t.co/RLWMGNExgA;a picture of a hockey player;B-PER O O B-PER O O O O O O O O O O B-OTHER I-OTHER O O O O O O O O O O;NEGATIVE
1826830;Glen Coe , Scottish Highlands , #Scotland http://t.co/KzUJ2sHl6x;the mountain is green;B-LOC I-LOC O B-LOC I-LOC O B-LOC O O O O O;POSITIVE
70398;One hiccup later , Pedro Strop closes the door . #Cubs sweep Diamondbacks . Photos : http://t.co/P52aFWwBo3 http://t.co/qnf8aq97uP;baseball player celebrates after throwing out the first pitch in the fourth inning of a baseball game against sports team;O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
454067;RT @94sidiot : Niall has THE BEST FRIENDS EVER #NiallAppreciationDay http://t.co/qktJ81Y9Ms;man wearing a white shirt;O O O B-PER O O O O O O O O O O O O;POSITIVE
1074797;@ROGAstronomers shot from Derby , UK ( 12th August ) #perseid http://t.co/YDCOj6hHbq;the sky is clear and visible.;O O O B-LOC O B-LOC O O O O O O O O O O O O;POSITIVE
583416;RT @SteveMariucci : Gettin ready for the Draft at Raos-- NYC ! ! http://t.co/BTY7sXRez4;person with some of his friends;O O O O O O O O O O B-LOC O O O O O O O O O;NEGATIVE
63739;RT @jstorres : How to Use ' The Katelyn Rule ' to Empower Your People http://t.co/x0JRleaIBp | https://t.co/DYMhdBRdGS http://t.co/erh2i0h0Ed;a little plant in the sand;O O O O O O O B-OTHER I-OTHER I-OTHER O O O O O O O O O O O O O O O;NEGATIVE
1023134;A Policy Panel getting started w EPA , Wisconsin DNR , Fond du Lac Band , and @MnPCA #HgForum http://t.co/ohbbRX5CDE;person, person, person and actor at the event.;O O O O O O B-ORG O B-ORG I-ORG O O I-LOC I-LOC I-LOC O O O O O O O O O O O O O;NEGATIVE
21635;RT @TattooGirlsMag : Tattooed girl Kristen Leanne http://t.co/8qx4px7F;a woman with a tattoo;O O O O O B-PER I-PER O O O O O O;NEGATIVE
390711;RT @BuzzFeed : 10 Ways Canada Has Already Won ` http://t.co/YcbsTZNMQw http://t.co/9lp2VpX2D6;man wearing blue and black suit;O O O O O B-LOC O O O O O O O O O O O O;NEGATIVE
